서울,강남구,"강남구 개포로 140길32, 원효빌딩1, 3~7층",엠코리아토탈서비스,1661-3879,37.49359063,127.0866088
서울,강동구,강동구 동남로 85길 67 103호(고덕동),백세건강의료기,010-7615-3513,37.56044911,127.15322
서울,강북구, 강북구 삼양로107길 10,케어런,900-3116,37.6415854,127.0162183
서울,강서구,"강서구 강서로45길 174, SM타워 B01호",케어존,598-3091,37.55271818,126.8306686
서울,강서구,강서구 개화동로5길 3-26,휠로피아 ,2607-8655,37.58209098,126.7988167
서울,강서구,"강서구 공항대로39길 59, 7703동 비107호(등촌동)",굿인,862-9865,37.56225601,126.8429044
서울,강서구,강서구 양천로24가길 19(방화 1동),행복메디칼,,37.57262948,126.8146092
서울,강서구,"강서구 양천로57길 37, 상가9129호(가양2동)",한울메디컬센터,2668-2235,37.56593184,126.8520692
서울,관악구,관악구 당곡2길 17(보라매동),현대케어,887-6775,37.49083583,126.929869
서울,광진구,"광진구 뚝섬로 50길 7-4, 1층(자양동)",위드로케어,558-1650,37.53198313,127.0783484
서울,광진구,광진구 자양번영로4길 53-13(자양2동),위드로케어,558-1650,37.53164217,127.0783757
서울,금천구,"금천구 가산동60-4, 코오롱테크노벨리906호",액티피아,3280-2181,37.48041784,126.8867968
서울,금천구,금천구 디지털로 9길 56(가산동),액티피아,1588-3037,37.4804026,126.8868723
서울,노원구,노원구 공릉로41길 17,장수메디케어,949-2237,37.4804026,126.8868723
서울,노원구,노원구 덕릉로115다길 40 건영아파트상가 115호,디에스케어,971-5002,37.66863592,127.0782058
서울,노원구,노원구 덕릉로131길 12,금강오픈케어,955-7650,37.67284863,127.0827004
서울,노원구,노원구 한글비석로 24바길 43,세움보조기,,37.66484876,127.0719425
서울,노원구,노원구 화랑로 419-7,동화메디칼,969-9910,37.61764197,127.0738102
서울,노원구,노원구 동일로237가길 19-10,퍼스트케어,999-3117,37.67477666,127.0536559
서울,도봉구,"도봉구 마들로 688(도봉동), 엘로이빌딩 6층",도봉구보장구수리센터,,37.67150762,127.0467251
서울,동대문구,동대문구 장한로 43 ,새날동대문자립생활센터,959-5603,37.56510485,127.0667099
서울,동작구,"동작구 등용로14길 60, 2층",액티피아,3280-2181,37.51224548,126.9348316
서울,동작구,"동작구 상도로34나길 9, 1층(상도동)",알파케어,811-1004,37.5039947,126.9460708
서울,마포구, 마포구 성산로4길 35,마포구장애인휠체어등수리센터,306-6212,37.56378928,126.9088543
서울,서대문구,서대문구 통일로39길 46,서대문햇살아래장애인자립생활센터,379-6692,37.58738484,126.9422051
서울,서초구,서초구 남부순환로340길 15 ,서초구립한우리보장구수리센터,2055-0909,37.48205213,127.0250125
서울,성동구,성동구 청계천로 506 ,성동장애인복지관,2290-3100,37.57022302,127.0334402
서울,성북구,성북구 보문로 134,성북장애인보장구수리센터,921-7232,37.58697547,127.0187924
서울,송파구,송파구 마천로28길 4(오금동),우정메디케어,6396-2222,37.50219472,127.1397263
서울,송파구,"송파구 마천로353, 1층(마천동)",우정메디케어,6396-2222,37.49260054,127.1534436
서울,송파구,"송파구 성내천로 179, 1층(마천동)",케이씨,1544-4676,37.50146545,127.1477936
서울,송파구,송파구 오금로 68길 12(거여동),송파보장구수리센터,,37.49215425,127.1501657
서울,영등포구,영등포구 영등포로 5길 19(양평동2가),케이디텍,741-3378,37.52411581,126.8842221
서울,용산구,"용산구 이촌로 5, 109호",엠에이디매직,6396-2222,37.53111911,126.9550437
서울,용산구,용산구 청파로53길 5 솔밤빌딩 3층,중증장애인독립생활연대,716-0302,37.54597292,37.54597292
서울,은평구,은평구 연서로 149 동광갈현베르빌 112호,은평장애인자립생활센터,374-0812,37.61221132,126.916914
서울,종로구,종로구 종로 275,통일의료기,010-9898-3318,37.5713818,127.0085175
서울,중랑구,중랑구 동일로 786 1층 103호,동아의료기,433-9910,37.60071728,127.079986
서울,중랑구,중랑구 망우로55길 25,중랑구장애인이동기기수리센터,432-0691,37.59909279,127.093479
서울,중랑구,중랑구 면목로65길 14,광선메디칼,435-1415,37.58667842,127.0873236
